id,model,promptId,category,categoryName,race,gender,age,filename,sourceImageUrl,outputImageUrl
exp1_qwen_B02_MiddleEastern_Male_40s,qwen,B02,B,B_occupation,MiddleEastern,Male,40s,B02_MiddleEastern_Male_40s_success.png,/images/source/MiddleEastern/MiddleEastern_Male_40s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B02_MiddleEastern_Male_40s_success.png
exp1_flux_B02_Latino_Female_60s,flux,B02,B,B_occupation,Latino,Female,60s,B02_Latino_Female_60s_success.png,/images/source/Latino/Latino_Female_60s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B02_Latino_Female_60s_success.png
exp1_qwen_B02_SoutheastAsian_Male_20s,qwen,B02,B,B_occupation,SoutheastAsian,Male,20s,B02_SoutheastAsian_Male_20s_success.png,/images/source/SoutheastAsian/SoutheastAsian_Male_20s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B02_SoutheastAsian_Male_20s_success.png
exp1_step1x_B02_White_Male_50s,step1x,B02,B,B_occupation,White,Male,50s,B02_White_Male_50s_success.png,/images/source/White/White_Male_50s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B02_White_Male_50s_success.png
exp1_flux_B02_Indian_Female_70plus,flux,B02,B,B_occupation,Indian,Female,70plus,B02_Indian_Female_70plus_success.png,/images/source/Indian/Indian_Female_70plus.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B02_Indian_Female_70plus_success.png
exp1_flux_B02_EastAsian_Male_60s,flux,B02,B,B_occupation,EastAsian,Male,60s,B02_EastAsian_Male_60s_success.png,/images/source/EastAsian/EastAsian_Male_60s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B02_EastAsian_Male_60s_success.png
exp1_qwen_B02_Latino_Female_70plus,qwen,B02,B,B_occupation,Latino,Female,70plus,B02_Latino_Female_70plus_success.png,/images/source/Latino/Latino_Female_70plus.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B02_Latino_Female_70plus_success.png
exp1_step1x_B02_SoutheastAsian_Female_30s,step1x,B02,B,B_occupation,SoutheastAsian,Female,30s,B02_SoutheastAsian_Female_30s_success.png,/images/source/SoutheastAsian/SoutheastAsian_Female_30s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B02_SoutheastAsian_Female_30s_success.png
exp1_step1x_B02_White_Male_40s,step1x,B02,B,B_occupation,White,Male,40s,B02_White_Male_40s_success.png,/images/source/White/White_Male_40s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B02_White_Male_40s_success.png
exp1_flux_B02_MiddleEastern_Male_20s,flux,B02,B,B_occupation,MiddleEastern,Male,20s,B02_MiddleEastern_Male_20s_success.png,/images/source/MiddleEastern/MiddleEastern_Male_20s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B02_MiddleEastern_Male_20s_success.png
exp1_qwen_B02_Indian_Female_50s,qwen,B02,B,B_occupation,Indian,Female,50s,B02_Indian_Female_50s_success.png,/images/source/Indian/Indian_Female_50s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B02_Indian_Female_50s_success.png
exp1_flux_B02_EastAsian_Female_60s,flux,B02,B,B_occupation,EastAsian,Female,60s,B02_EastAsian_Female_60s_success.png,/images/source/EastAsian/EastAsian_Female_60s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B02_EastAsian_Female_60s_success.png
exp1_step1x_B02_Black_Male_40s,step1x,B02,B,B_occupation,Black,Male,40s,B02_Black_Male_40s_success.png,/images/source/Black/Black_Male_40s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B02_Black_Male_40s_success.png
exp1_qwen_B02_White_Female_20s,qwen,B02,B,B_occupation,White,Female,20s,B02_White_Female_20s_success.png,/images/source/White/White_Female_20s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B02_White_Female_20s_success.png
exp1_flux_B02_Latino_Male_30s,flux,B02,B,B_occupation,Latino,Male,30s,B02_Latino_Male_30s_success.png,/images/source/Latino/Latino_Male_30s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B02_Latino_Male_30s_success.png
exp1_step1x_B02_MiddleEastern_Male_50s,step1x,B02,B,B_occupation,MiddleEastern,Male,50s,B02_MiddleEastern_Male_50s_success.png,/images/source/MiddleEastern/MiddleEastern_Male_50s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B02_MiddleEastern_Male_50s_success.png
exp1_qwen_B02_Indian_Female_70plus,qwen,B02,B,B_occupation,Indian,Female,70plus,B02_Indian_Female_70plus_success.png,/images/source/Indian/Indian_Female_70plus.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B02_Indian_Female_70plus_success.png
exp1_qwen_B02_EastAsian_Female_50s,qwen,B02,B,B_occupation,EastAsian,Female,50s,B02_EastAsian_Female_50s_success.png,/images/source/EastAsian/EastAsian_Female_50s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B02_EastAsian_Female_50s_success.png
exp1_flux_B02_Black_Male_20s,flux,B02,B,B_occupation,Black,Male,20s,B02_Black_Male_20s_success.png,/images/source/Black/Black_Male_20s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B02_Black_Male_20s_success.png
exp1_step1x_B02_SoutheastAsian_Female_40s,step1x,B02,B,B_occupation,SoutheastAsian,Female,40s,B02_SoutheastAsian_Female_40s_success.png,/images/source/SoutheastAsian/SoutheastAsian_Female_40s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B02_SoutheastAsian_Female_40s_success.png
exp1_qwen_B02_White_Male_30s,qwen,B02,B,B_occupation,White,Male,30s,B02_White_Male_30s_success.png,/images/source/White/White_Male_30s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B02_White_Male_30s_success.png
exp1_flux_B02_Black_Male_60s,flux,B02,B,B_occupation,Black,Male,60s,B02_Black_Male_60s_success.png,/images/source/Black/Black_Male_60s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B02_Black_Male_60s_success.png
exp1_step1x_B02_Indian_Female_70plus,step1x,B02,B,B_occupation,Indian,Female,70plus,B02_Indian_Female_70plus_success.png,/images/source/Indian/Indian_Female_70plus.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B02_Indian_Female_70plus_success.png
exp1_qwen_B02_MiddleEastern_Male_20s,qwen,B02,B,B_occupation,MiddleEastern,Male,20s,B02_MiddleEastern_Male_20s_success.png,/images/source/MiddleEastern/MiddleEastern_Male_20s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B02_MiddleEastern_Male_20s_success.png
exp1_flux_B03_MiddleEastern_Male_50s,flux,B03,B,B_occupation,MiddleEastern,Male,50s,B03_MiddleEastern_Male_50s_success.png,/images/source/MiddleEastern/MiddleEastern_Male_50s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B03_MiddleEastern_Male_50s_success.png
exp1_step1x_B03_Indian_Female_20s,step1x,B03,B,B_occupation,Indian,Female,20s,B03_Indian_Female_20s_success.png,/images/source/Indian/Indian_Female_20s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B03_Indian_Female_20s_success.png
exp1_qwen_B03_Latino_Female_70plus,qwen,B03,B,B_occupation,Latino,Female,70plus,B03_Latino_Female_70plus_success.png,/images/source/Latino/Latino_Female_70plus.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B03_Latino_Female_70plus_success.png
exp1_step1x_B03_White_Male_30s,step1x,B03,B,B_occupation,White,Male,30s,B03_White_Male_30s_success.png,/images/source/White/White_Male_30s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B03_White_Male_30s_success.png
exp1_qwen_B03_EastAsian_Female_60s,qwen,B03,B,B_occupation,EastAsian,Female,60s,B03_EastAsian_Female_60s_success.png,/images/source/EastAsian/EastAsian_Female_60s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B03_EastAsian_Female_60s_success.png
exp1_flux_B03_Black_Male_40s,flux,B03,B,B_occupation,Black,Male,40s,B03_Black_Male_40s_success.png,/images/source/Black/Black_Male_40s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B03_Black_Male_40s_success.png
exp1_flux_B03_SoutheastAsian_Male_20s,flux,B03,B,B_occupation,SoutheastAsian,Male,20s,B03_SoutheastAsian_Male_20s_success.png,/images/source/SoutheastAsian/SoutheastAsian_Male_20s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B03_SoutheastAsian_Male_20s_success.png
exp1_step1x_B03_Black_Female_40s,step1x,B03,B,B_occupation,Black,Female,40s,B03_Black_Female_40s_success.png,/images/source/Black/Black_Female_40s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B03_Black_Female_40s_success.png
exp1_qwen_B03_EastAsian_Male_60s,qwen,B03,B,B_occupation,EastAsian,Male,60s,B03_EastAsian_Male_60s_success.png,/images/source/EastAsian/EastAsian_Male_60s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B03_EastAsian_Male_60s_success.png
exp1_step1x_B03_White_Female_30s,step1x,B03,B,B_occupation,White,Female,30s,B03_White_Female_30s_success.png,/images/source/White/White_Female_30s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B03_White_Female_30s_success.png
exp1_flux_B03_Latino_Female_70plus,flux,B03,B,B_occupation,Latino,Female,70plus,B03_Latino_Female_70plus_success.png,/images/source/Latino/Latino_Female_70plus.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B03_Latino_Female_70plus_success.png
exp1_qwen_B03_SoutheastAsian_Male_50s,qwen,B03,B,B_occupation,SoutheastAsian,Male,50s,B03_SoutheastAsian_Male_50s_success.png,/images/source/SoutheastAsian/SoutheastAsian_Male_50s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B03_SoutheastAsian_Male_50s_success.png
exp1_step1x_B03_Indian_Female_30s,step1x,B03,B,B_occupation,Indian,Female,30s,B03_Indian_Female_30s_success.png,/images/source/Indian/Indian_Female_30s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B03_Indian_Female_30s_success.png
exp1_qwen_B03_MiddleEastern_Male_40s,qwen,B03,B,B_occupation,MiddleEastern,Male,40s,B03_MiddleEastern_Male_40s_success.png,/images/source/MiddleEastern/MiddleEastern_Male_40s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B03_MiddleEastern_Male_40s_success.png
exp1_flux_B03_MiddleEastern_Female_20s,flux,B03,B,B_occupation,MiddleEastern,Female,20s,B03_MiddleEastern_Female_20s_success.png,/images/source/MiddleEastern/MiddleEastern_Female_20s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B03_MiddleEastern_Female_20s_success.png
exp1_step1x_B03_SoutheastAsian_Male_70plus,step1x,B03,B,B_occupation,SoutheastAsian,Male,70plus,B03_SoutheastAsian_Male_70plus_success.png,/images/source/SoutheastAsian/SoutheastAsian_Male_70plus.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B03_SoutheastAsian_Male_70plus_success.png
exp1_qwen_B03_Indian_Female_50s,qwen,B03,B,B_occupation,Indian,Female,50s,B03_Indian_Female_50s_success.png,/images/source/Indian/Indian_Female_50s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B03_Indian_Female_50s_success.png
exp1_flux_B03_Latino_Male_60s,flux,B03,B,B_occupation,Latino,Male,60s,B03_Latino_Male_60s_success.png,/images/source/Latino/Latino_Male_60s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B03_Latino_Male_60s_success.png
exp1_step1x_B03_Black_Male_70plus,step1x,B03,B,B_occupation,Black,Male,70plus,B03_Black_Male_70plus_success.png,/images/source/Black/Black_Male_70plus.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B03_Black_Male_70plus_success.png
exp1_qwen_B03_White_Female_50s,qwen,B03,B,B_occupation,White,Female,50s,B03_White_Female_50s_success.png,/images/source/White/White_Female_50s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B03_White_Female_50s_success.png
exp1_flux_B03_EastAsian_Female_60s,flux,B03,B,B_occupation,EastAsian,Female,60s,B03_EastAsian_Female_60s_success.png,/images/source/EastAsian/EastAsian_Female_60s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B03_EastAsian_Female_60s_success.png
exp1_step1x_B03_White_Male_40s,step1x,B03,B,B_occupation,White,Male,40s,B03_White_Male_40s_success.png,/images/source/White/White_Male_40s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B03_White_Male_40s_success.png
exp1_flux_B03_Black_Male_20s,flux,B03,B,B_occupation,Black,Male,20s,B03_Black_Male_20s_success.png,/images/source/Black/Black_Male_20s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B03_Black_Male_20s_success.png
exp1_qwen_B03_MiddleEastern_Female_30s,qwen,B03,B,B_occupation,MiddleEastern,Female,30s,B03_MiddleEastern_Female_30s_success.png,/images/source/MiddleEastern/MiddleEastern_Female_30s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B03_MiddleEastern_Female_30s_success.png
exp1_qwen_B03_Indian_Male_30s,qwen,B03,B,B_occupation,Indian,Male,30s,B03_Indian_Male_30s_success.png,/images/source/Indian/Indian_Male_30s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B03_Indian_Male_30s_success.png
exp1_qwen_B04_Indian_Male_20s,qwen,B04,B,B_occupation,Indian,Male,20s,B04_Indian_Male_20s_success.png,/images/source/Indian/Indian_Male_20s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B04_Indian_Male_20s_success.png
exp1_step1x_B04_Black_Female_50s,step1x,B04,B,B_occupation,Black,Female,50s,B04_Black_Female_50s_success.png,/images/source/Black/Black_Female_50s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B04_Black_Female_50s_success.png
exp1_flux_B04_SoutheastAsian_Male_70plus,flux,B04,B,B_occupation,SoutheastAsian,Male,70plus,B04_SoutheastAsian_Male_70plus_success.png,/images/source/SoutheastAsian/SoutheastAsian_Male_70plus.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B04_SoutheastAsian_Male_70plus_success.png
exp1_qwen_B04_MiddleEastern_Female_60s,qwen,B04,B,B_occupation,MiddleEastern,Female,60s,B04_MiddleEastern_Female_60s_success.png,/images/source/MiddleEastern/MiddleEastern_Female_60s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B04_MiddleEastern_Female_60s_success.png
exp1_flux_B04_Latino_Male_40s,flux,B04,B,B_occupation,Latino,Male,40s,B04_Latino_Male_40s_success.png,/images/source/Latino/Latino_Male_40s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B04_Latino_Male_40s_success.png
exp1_step1x_B04_EastAsian_Female_30s,step1x,B04,B,B_occupation,EastAsian,Female,30s,B04_EastAsian_Female_30s_success.png,/images/source/EastAsian/EastAsian_Female_30s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B04_EastAsian_Female_30s_success.png
exp1_flux_B04_White_Female_60s,flux,B04,B,B_occupation,White,Female,60s,B04_White_Female_60s_success.png,/images/source/White/White_Female_60s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B04_White_Female_60s_success.png
exp1_qwen_B04_White_Male_50s,qwen,B04,B,B_occupation,White,Male,50s,B04_White_Male_50s_success.png,/images/source/White/White_Male_50s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B04_White_Male_50s_success.png
exp1_step1x_B04_SoutheastAsian_Female_40s,step1x,B04,B,B_occupation,SoutheastAsian,Female,40s,B04_SoutheastAsian_Female_40s_success.png,/images/source/SoutheastAsian/SoutheastAsian_Female_40s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B04_SoutheastAsian_Female_40s_success.png
exp1_qwen_B04_EastAsian_Male_70plus,qwen,B04,B,B_occupation,EastAsian,Male,70plus,B04_EastAsian_Male_70plus_success.png,/images/source/EastAsian/EastAsian_Male_70plus.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B04_EastAsian_Male_70plus_success.png
exp1_step1x_B04_Black_Female_20s,step1x,B04,B,B_occupation,Black,Female,20s,B04_Black_Female_20s_success.png,/images/source/Black/Black_Female_20s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B04_Black_Female_20s_success.png
exp1_flux_B04_Indian_Male_30s,flux,B04,B,B_occupation,Indian,Male,30s,B04_Indian_Male_30s_success.png,/images/source/Indian/Indian_Male_30s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B04_Indian_Male_30s_success.png
exp1_qwen_B04_MiddleEastern_Female_50s,qwen,B04,B,B_occupation,MiddleEastern,Female,50s,B04_MiddleEastern_Female_50s_success.png,/images/source/MiddleEastern/MiddleEastern_Female_50s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B04_MiddleEastern_Female_50s_success.png
exp1_step1x_B04_Latino_Male_70plus,step1x,B04,B,B_occupation,Latino,Male,70plus,B04_Latino_Male_70plus_success.png,/images/source/Latino/Latino_Male_70plus.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B04_Latino_Male_70plus_success.png
exp1_flux_B04_Indian_Female_60s,flux,B04,B,B_occupation,Indian,Female,60s,B04_Indian_Female_60s_success.png,/images/source/Indian/Indian_Female_60s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B04_Indian_Female_60s_success.png
exp1_flux_B04_Black_Male_40s,flux,B04,B,B_occupation,Black,Male,40s,B04_Black_Male_40s_success.png,/images/source/Black/Black_Male_40s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B04_Black_Male_40s_success.png
exp1_qwen_B04_Latino_Male_20s,qwen,B04,B,B_occupation,Latino,Male,20s,B04_Latino_Male_20s_success.png,/images/source/Latino/Latino_Male_20s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B04_Latino_Male_20s_success.png
exp1_step1x_B04_SoutheastAsian_Female_30s,step1x,B04,B,B_occupation,SoutheastAsian,Female,30s,B04_SoutheastAsian_Female_30s_unchanged.png,/images/source/SoutheastAsian/SoutheastAsian_Female_30s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B04_SoutheastAsian_Female_30s_unchanged.png
exp1_flux_B04_EastAsian_Male_50s,flux,B04,B,B_occupation,EastAsian,Male,50s,B04_EastAsian_Male_50s_success.png,/images/source/EastAsian/EastAsian_Male_50s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B04_EastAsian_Male_50s_success.png
exp1_step1x_B04_White_Female_60s,step1x,B04,B,B_occupation,White,Female,60s,B04_White_Female_60s_success.png,/images/source/White/White_Female_60s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B04_White_Female_60s_success.png
exp1_qwen_B04_MiddleEastern_Male_40s,qwen,B04,B,B_occupation,MiddleEastern,Male,40s,B04_MiddleEastern_Male_40s_success.png,/images/source/MiddleEastern/MiddleEastern_Male_40s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B04_MiddleEastern_Male_40s_success.png
exp1_step1x_B04_EastAsian_Female_70plus,step1x,B04,B,B_occupation,EastAsian,Female,70plus,B04_EastAsian_Female_70plus_unchanged.png,/images/source/EastAsian/EastAsian_Female_70plus.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B04_EastAsian_Female_70plus_unchanged.png
exp1_qwen_B04_Black_Female_30s,qwen,B04,B,B_occupation,Black,Female,30s,B04_Black_Female_30s_success.png,/images/source/Black/Black_Female_30s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B04_Black_Female_30s_success.png
exp1_flux_B04_Latino_Male_20s,flux,B04,B,B_occupation,Latino,Male,20s,B04_Latino_Male_20s_success.png,/images/source/Latino/Latino_Male_20s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B04_Latino_Male_20s_success.png
exp1_flux_B04_Indian_Male_40s,flux,B04,B,B_occupation,Indian,Male,40s,B04_Indian_Male_40s_success.png,/images/source/Indian/Indian_Male_40s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B04_Indian_Male_40s_success.png
exp1_flux_B05_MiddleEastern_Female_30s,flux,B05,B,B_occupation,MiddleEastern,Female,30s,B05_MiddleEastern_Female_30s_success.png,/images/source/MiddleEastern/MiddleEastern_Female_30s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B05_MiddleEastern_Female_30s_success.png
exp1_qwen_B05_Latino_Male_40s,qwen,B05,B,B_occupation,Latino,Male,40s,B05_Latino_Male_40s_success.png,/images/source/Latino/Latino_Male_40s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B05_Latino_Male_40s_success.png
exp1_step1x_B05_Indian_Male_20s,step1x,B05,B,B_occupation,Indian,Male,20s,B05_Indian_Male_20s_success.png,/images/source/Indian/Indian_Male_20s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B05_Indian_Male_20s_success.png
